text,Label
"Simply the best breakfast I have had in a long time. This is one of the best places to eat in Vegas especially I LOVE their specials!  Pretty busy, most definitely a good idea to see this in downtown Moon School.",fake
"I wanted to go to Chicago.... but plane tickets are ridiculous.... low and behold I end up at a Chicago pizza eatery to drown my broken dreams in cheesy grease and saucy crust..... I walk up to a mall I had been to several times to find a hidden gem in the corner.... the hidden pepperoni on the pizza.... the saucy sauce of all sauces.... my family is waiting for me on the patio and come running up to me in their Italian Chicago embrace so happy to be in a place that feels like a slice of home. We order the deepest of deep dish pizzas- and were greeted with the largest pizza pie of cheesy saucy goodness my eyes have beheld. And boom with one bite upon my fragile taste buds into the endless sauce abyss--- there I was in Chicago- back in the bustling town eating a favorite slice of my Chicago pizza.... so thank you Lou Malnatis for giving me a traditional slice of deep dish pizza- and for being cheaper than a plane ticket.... yummy food, fun environment and atmosphere, and for letting me gorge myself on your cheesy cheesy goodness",real
"Great place, incredible Mexican food that has a chocolate peanut bite too",fake
"Holy f**k their sandwiches are pretty damn good! I touched down in Vegas last Thursday around 2PM and I was f**king hungry. Since my friends and I were staying in Paris, I remember this place had opened up in Planet Hollywood, but I never got around to going. Thanks to Jeffrey L. and Clarisse C., I was reminded of this place too. So I made the short walk from Paris to try this out. I liked the fact that the line wasn't long at all, but there were a fair amount of customers. For a little over 6 bucks, I started off with the Montagu. I also like the efficiency on how orders are made, with the two separate order/pickup sections, and the ability to see your sandwich being made. Little did I know that this sandwich would pack a lot of flavor. There was a fair portion of ingredients in between the bread, and the bread itself was perfectly baked. I savored every bite, but apparently I enjoyed this place so much I ended up buying 7 sandwiches over the course of the weekend, 2 of them which I brought home that following Sunday. Over the weekend, I also tried the Italian/Scudetto and the club. I really think any sandwich here will hit the spot. You also get your money's worth, and for Vegas, its kinda cheap. Who needs the buffets? Actually, I do like buffets, but Earl's is the spot to go when you're on a budget. Try this place for the bread alone. I hope you enjoy it as much as I do. Though I wish they had a location in the Bay Area, I like its exclusivity and I also would like to preserve its novelty. Word. Cheerio.",real
I went here for the first time today and it was amazing. The service was awesome! Definitely dine in here and getting the beer float sents in returning too!,fake
"Authentic Hong Kong style noodles and chinese bbq!!  Everything we ordered was fabulous!!  What we loved the most, as other yelpers have already pointed out, is their roast pork.  The skin was perfectly crispy, but not too hard and crunchy like some other restaurants.   The meat was perfectly seasoned and very tender.  Some places might have decent skin, but the meat may come out tough, dry, or bland.  This place literally perfected their roast pork!!  The roast duck was also notable.  It was very flavorful and had slightly crispy skin on.  The char siu, although decent, was our least favorite.  All our noodle dishes were very good.  I loved their pork intestine, beef innards, and wontons.  The noodles itself had really good texture to it -- slightly ""bouncy"" like how HK style noodles should be.  The broth was good also, although I've had better elsewhere since it lacked some depth.  Even as busy as they were, they were able to provide excellent service to us.  This is a difficult quality to find in a Chinese restaurant, especially where I'm from.  We enjoyed this place so much that I had to come back on my last day of vacation to pick up some takeout for our flight back!!",real
It was great. The avocado trash was so fresh! They are the best breakfast place for miles around including that I have ever been to.,real
Favorite restaurant in all of Tempe. If you are a college student going to ASU and your parents are in town come check out Four Peaks. I always go with my Dad and we both get the Salmon BLT!,real
"Tried the flaming variation, beef tacos.  It was all delicious!  The miso soup was unbelievable!  My boyfriend and I wanted to try a new thing.  I had Chicken Cesar salad and my husband ordered the buffalo chicken spring rolls, and the veggie chicken and beef strips are to die for!!!!  Also, the owner is always there and their version of the bar ruined me with a bottle of wine and a Banh Mi which was very good too. Also, the people are friendly! I recommend the chicken and waffles!",fake
Excellent little spot. The staff here is friendly and its all you can eat.,fake
"I'm not sure what it is about the N. Phoenix area but we have been hard pressed to find a good breakfast restaurant let alone something  even remotely close to decent. Well we found it finally in US Egg. The staff is top notch, so friendly and kind. The food is fresh, delicious and comes out hot, unlike most places we've been to where the food has been sitting around just waiting for the next poor soul. Love this restaurant, can't wait for our next family weekend breakfast!",real
"People, save your time and money. Skip Bellagio; eat at Wynn. Let me do a side-by-side comparison:Bellagio: souplantation-ish salad bar. Wynn: gourmet salad bar, including make your own and pre-maid salads in adorable, chic cups. Bellagio: overdone fruit station with out of season, flavorless fruitsWynn: gourmet fruit and cheese bar, gourmet cold cut bar (salamis, proscuittos, cheeses, figs, apricots, etc)Bellagio: rare/bloody unseasoned prime ribWynn: herb crusted prime rib, cooked to perfection, with the delicious taste of fresh herbs and garlic still lingeringBellagio: BBQ beef brisket swimming in salty A1 sauceWynn: Rib of Veal, so tender it's practically falling off the bone.Bellagio: snow crabWynn: king crabBellagio: soft serveWynn: crepes made to order and a gelato bar. A whole separate room for dessert. Overall, this buffet is classy, clean, gorgeous. The foods are laid out around the permiter so you don't feel like a cow going from station to station, you can simply gracefully wander around the room (and everything is clearly labeled to catch your attention).  Service is excellent. If you ask for coffee, you will get a carafe of it; if you ask for juice, you'll get a pitcher of fresh squeezed oj. Noise level is low for a buffet. Prices high, but you're getting quality food. Their ethnic selection is fabulous (the best sweet & sour shrimp and tandoori mahi mahi I've ever had).Overall, this is a fantastic buffet. The best there is. Apparently this is how good the Bellagio's buffet was before Steve Wynn sold Bellagio to the MGM/Mirage group. For shame.",real
"Hello,My name is Jeff Wieland. I am the service director at Audi North Scottsdale. I used to be next door at BMW as well, for a combined 10 years of time here at the complex. In the last several years, I have used you guys for everything I needed , personal, or for business. The food has always been outstanding.  There was however a short time where the service didn't represent the Barros name very well. I wanted to let you know that those days are over. Your store is hands down the best ran, most friendly , helpful and delicious Barros pizza in the valley. I exclusively use you for all of our corporate orders. One of the reason  I believe for the positive swing is Mitch. He has been a life saver. When I forget to order until the last minute and he makes it happen, or knowing my order before i mention it, are just a few of the reasons he is a true assert to your business. Thanks again for you time.",real
"Great food.  Cooked to order so don't be in a rush. Best advice, call ahead and order and plan on at least a 30 min wait. A great deal for the price. Friendly folks and really a local place.  They have their regulars and it was great to hear the banter back and forth.  It is the best friend chicken and where else can you get liver and gizzards?",real
"First time there, and I will be back!  The food was amazing and the staff was very friendly and welcoming. I will be back.",fake
"Fresh handmade food locally sourced with amazing service. It's in the strip mall behind the Dominos pizza. Gotta try it out, you'll love it!",real
This place is a great selection of tasty taco's with lots of choices. Flavor was great!!,fake
"Ok yes! Yes! Rocco's is amazing and delicious !! The place is great, he will not disappoint you will be like.",fake
Had the best experience experience and Delicious thin crust pizza. They had to package his own with pepperoncini and they don't do more than enough for me to leave. The Sour Cream sauce was my favorite. The draft selection is excellent.,fake
The best eatery in Charlotte. The staff is very friendly and the food is terrific. Food is good and a great price.,fake
"It was love at first bite. I was in the neighborhood and finally got the chance to check Suzuya out. The place was pretty busy, but luckily that gave me ample time to peruse the display case and figure out what I wanted to order. I couldn't resist the strawberry crepe cake and a red bean cream puff for my fella. The ordering and payment process is very convenient and I was out the door in minimal time with my adorable little box of desserts. I made it as far as my car before I was compelled to take a bite of the crepe cake. Holy cow! It was absolutely amazing. The flavors were so subtle and yet explosive. The flavors were right on and I can't believe it took me as long as it did to give them a try. I don't have much of a sweet tooth, but this place truly blew my mind. Not overly sweet and the all-natural flavors really shown. I heard after the fact that the crepe cake is hard to come by, only making me wish I had bought more than one when I had the chance. Have no fear, I will be back... and soon.",real
"Steamed, hot snow crab with drawn butter is a winner! Having a choice of consuming hot or cold crab is a great idea. Must taste gelato flavors - mandarin yuzu, gluten free pistachio, pumpkin, peanut butter w/ chocolate pretzel are delicious! There are so many gelato flavors that I saw in the automated carousel but did not have a chance to try. Mini whoopie pies are delectable! Gluten free panacotta is yummy!",real
Wonderful breakfast sandwiches. Great vegetarian and vegan selections. I had the ribs and loved it.,fake
"I was in town for work, and dropped by.  Great little local grill & bar!  I sat at the bar, and bartender Kristi was awesome!  I had a cheeseburger and slaw, and both were excellent. Nothing fancy here...just great bar.   I posted a picture of the menu when I checked in, so take a look there.",real
"Good tasty noodles... I got the first one on the menu I guess that's their signature dish? It had beef, lamb, pork, eggs and vegetables.  It's not spicy unless you add in the spicy oil. But you have to try the lamb skewers they are the bomb!",real
This new guys in the past Bay Earl is one of my favourite places to go.,fake
"Thank you Ben and his team were so gracious with the combo for us . The pizza was so delicious with great service. We will probably be here on a regular basis. Come here for the ribs, too. Hot sauce is amazing. Also the crepes are delicious! Service was great!",fake
"After wandering around the strip seeing many Pokemon and other characters like a fat guy in a bikini, I really needed something to cleanse my palette. A friend recommended this place.  My group started with the grilled ika which came with a spicy sauce and this awesome scallop mushroom app that was in a cream sauce topped with a charred cheese - do delicious, I just wish I had some to scoop the extra sauce. Then we had a few roll by then the scarring that occurred from the fat bikini was gone. But we stayed for dessert - fried tempura cheesecake and deep fried ice cream.",real
My husband and I have eaten 7 times since finding this restaurant by chance last summer.This is by FAR the best quality food and selection for a buffet.Friday and Saturday are best for seafood feasts and the Peking duck sizzles on the grill beside suckling pig with excellent crackling!As with all buffets not everything is worth more than a try but overall the quality and taste of Spoonful's dishes are better than any other restaurants in the genre.,real
"Amazing! Delicious, fast, Vietnamese sandwiches for only $4-5? I was only in town for a week and came here twice because it was so good. Both the grilled chicken and pork sandwiches were fantastic.They're really busy on weekdays around lunchtime. Less so closer to evening time. Either way the wait is never more than 10 minutes. Their system's very efficient - the first employee will take your order and send it down an assembly line to be ready for you as soon as you pay! They also offer dim sum type snacks, and other Asian foods like noodle soup, but 90% of people stick with the sandwiches. They also have milk tea, but I did not get the chance to try it.Conveniently located right across the street from Mcgill, so lots of students get lunch here. Very clean, nice place. Wish they opened a shop right across from my college!",real
The sushi was always so fresh and tasty! They have the best Italian food in the area and an amazing experience.,fake
"I had the tuck and rolls, they were fresh and delicious. The service is always excellent. Friendly relaxed atmosphere.",real
"I'm in love with this place. The sign outside is a bit small and hard to catch, but I'm glad I did. The overall mood of the entire place was extremely pleasant and the family was very sweet. I ordered the Tom sweet crepe and a hazelnut latte! Both were wonderful and beautifully made. Overall wonderful place to go to.",real
Magnifico to all my favorites..fresh crepes! Brings back more of an outside seating as well. Highly recommended.,fake
"I'd like to make my deep love for El Burro known. I would write love letters to these incredible tacos if I wasn't fearful of spilling salsa on them. What a fantastic neighborhood find, thanks again to Yelp!Lots of vegetarian choices and variations of those choices. The potato tacos are mouth watering, with flaky flour tortillas, fresh veggies, and chunks of potatoes cooked in some magical spice that makes me crave them nightly. The rolled potato tacos are a surprisingly huge portion of 4 taquito type goodies with loads of cheese and fresh pico. There are tons of different burrito options, I think 11 in all, many vegetarian or having veggie friendly possibilities. Oh, and some have french fries, which makes my inner fat kid squeal with delight and feel naughty at the same time. I adore that they have vegan chorizo and the breakfast burrito is definitely worth tasting, even though those potato tacos are difficult to pass up! El Burro has the best salsa I've ever tasted. I guess this is controversial since other reviewers seem to find it too thin or even runny. I don't care about chunks, apparently, just flavor. And this stuff has it! Perfect amount of kick to compliment those homemade chips. The guacamole is good, although they don't give you much of it on the side. They carry Mexican Coke (sugar instead of high fructose corn syrup) and other south of the border bottled beverages which only adds to the El Burro vibe and experience.This is primarily a take out joint, although I suppose you could eat there if you wanted. There just isn't much seating, just a handful of stools at a couple counters. Order at the counter or call ahead. The staff is super friendly and knowledgable. And it's cheap! $2.95 per taco, $5-$6 for rolled tacos, $6.95 for burritos, $2.95 for chips and a huge container of salsa. I'm so delighted to have El Burro as my new neighbor. Definitely crave-worthy food has come to Federal Street, and I could not be happier!",real
The food here is amazing. And the staff is always very nice and attentive. The Taco Tuesdays will not disappoint!,fake
The best Korean bbq in town hands down. The Lobster Bisque is off the hook so it's awesome! Staff is friendly and they play variety. Highly recommend it!,fake
"So charming! I've never done anything like this before! I came with a group of ladies for my friend's Bachelorette Party. We each got our own little pot of tea, and the china was so cute! I was never really into playing tea party when I was a little girl, but this was so fun! Our servers were wonderful and patient, since none of us had ever visited before. They explained all the different types of tea and answered all of our questions. I know it's August, but I ordered the pumpkin spice tea. It was so yummy and got me in the mood for fall! Our party also got little samplers of sandwiches, fruit, and desserts. The chicken salad was amazing and I think my favorite treat was the scone. It was cinnamon and was perfect for dipping into my tea! I am not from the area so I doubt I will ever be able to come back to this place, but I highly recommend it for a fun afternoon!",real
"A great place for a quick lunch or dinner.  Great food, great service, and a cool little place.  The margaritas are also a cute cafe.",fake
"I found out about Ronald's Donuts thanks to Chef Mary Mattern (Nom Yourself).  Wow. I am amazed that this place is real...1. It is soooooooooooooo cheap2. It is soooooooooooooo fresh3. It is soooooooooooooo full of sugar and all things yummy that make the perfect donut..perfect vegan donut!I love how I walked in and felt like I was back in the 90's walking into a Dunkin Donuts as a five year old kid looking for a donut with sprinkles and or maybe a donut hole (munchkin') or two.  I asked the woman working behind the counter which donuts were vegan and she pointed to a HUGE selection.  I settled for a classic jelly filled donut, a maple glazed donut (bigger than my face..my face is rather big), and  a dozen donut holes.  All 3 were spot on and not pining for any ingredient or flavor.  I was taken back to my youth for sure.I walked away 10 pounds heavier in spirit.. and in reality.  To be fair I was sharing with a friend..heh.. or maybe just overly happy with the options.  Whatever.  Vacation. The service fast and friendly.  The parking was easy peasy.  I need to visit Las Vegas again soon to consume more donuts from Ronald's Donuts and then entertain myself at Miss Britney Jean Spears' Piece of Me show by dancing to all her hits and burning off all the excess calories I'll consume that day.",real
The best pizza I've ever had in my life. The prices are good and the food is awesome! Definitely would recommend and will come back again!!!,fake
"Came here after reading several great reviews on yelp. This is my my first time in Vegas and the first meal I had here and man oh man it was AMAZING!!! Sat outside and watched the fountain show at the Bellagio. Me and my bf had the chicken liver pate and the onion soup, 22oz steak with fries, half chicken and mashed potatoes and a large french sangria to drink... AMAZING! Must try! It's worth the wait at the door! And all the servers were super nice",real
"I was hesitant to try this place because I'm used to going to my regular spots..reason for, is because everytime I go out and try something new, it just never appeals to me, for example, bad service and terrible food even with awesome reviews about those places. So I took a risk and tried this joint out..the place was very subtle and the ambience was relaxing. The server was very attentive and always came to our table at the right time we needed him. Now to the food. The nigiri was super fresh, with the right amount of rice and the appetizers were incredible. The must have are the salmon cheese stick, sizzling pork belly on a skillet, and soft shell crab just to name a few..the rolls were very delicious, great texture and flavors..oh! And you can order half rolls as well so that really got me loving this place even more! So in conclusion, I highly recommend this place and I will definitely be back soon!! Peeeeace!!",real
I am not happy because the food and service were great and the service was impeccable. Our waitress was knowledgable and attentive. Thank you Kelly and will be a regular spot for me and my family!,fake
"At first, I was a little skeptical if this place would as good as the original location as with most restaurants who scale. Well, it is....It is the same quality as the original. As usual, the Komex tacos were great along with the kimchi fried rice with three meats. The service is always friendly and attentive. Good job Komex!",real
"When I'm looking for an little extra TLC when eating out, this is the place where waitresses  treat you like a part of the family.  Excellent food, huge portions and fast service.  Love their Blueberry pancakes!",real
I was hoping that this place was here in CLE. This was a great experience. I had the combo plate and the meat lovers pizza for lunch buffet and are so good. I've tried different styles and certainly more like this would be amazing! Service was excellent!,fake
"Amazing place and vary reasonable price, the food was excellent. Pupusas were very delicious,and bistec encebollado and my husband got the plato típico and it looked vary good. And employees were vary nice.",real
"Friendly, fast, and a lot of fun. The food was excellent. The staff was super friendly and helpful.",fake
"This place is absolutely amazing, the food is so good and their staff are consistently great.  The pastries are just be par with their goat cheese and somber, bacon and cheese and the homemade coleslaw for sure. Everything was so fresh and delicious. I will make this a regular stop whenever I go back to Vegas!",fake
"This place is very pricy!  But worth it if you want to have a memorable dining experience.  From the moment you walk in you'll notice an attention to detail absent from most restaurant establishments.  Service is A plus.  For starters the bread is outstanding.  Appetizers consisted of a kale salad which quite frankly may have been the best salad I ever had.  The boneless ribeye was excellent and the sides to die for.  My only complaint (and it's not really a complaint but rather an observation) is the Steaks are a bit large.  My right steak was 18 oz.  a friend of mine ordered the 42 oz porterhouse and yes, he finished it all.  Later he was in a ""food coma"" but that's another story.  Overall excellent and memorable dining experience.",real
"This chefs is world class dining at its best.  Our server Patrick was so awesome too... I don't think I realy need to say more, just that you are missing out if you don't try this place for a chefs table night!",real
Can't say enough good things about this restaurant/location! Their bacon cheeseburger and garlic fries are to die for!,real
New story in the area. Great view and amazing beer on tap. All around great ambiance too!! Clean place and service was great too.,fake
"Amazing food and amazing service, even though they were allowed using food to service. They have an outdoor patio that will likely be a great choice!",fake
Awesome food and service!!!! Yummmm!!!! We were looking for good food and wanted to watch some football. We got both!!!!!!,real
Hands down the best pizza in the valley hands down. The meat tastes very fresh and the service is great. I am a vegan at the pittsburgh and it's always one of my best pizzas of the week.Lots of toppings to choose from. Good wine selection and very consistent. I love there service and the food! There has been consistently great every time we go.,fake
Smoke'n Grind BBQ- is amazing. They catered our wedding for about 100 ppl and everyone raved about the food. Their food taste amazing and they are great to work with. Could not have asked for anything better!,real
"I am from NJ where I would enjoy pizza at least 3-4x's a week.  When I moved out here I couldn't find anywhere near the quality of NJ pizza (no, not Metro or Girmaldis either).   I kept hearing about Settebello and Joey's Brooklyn Pizza.  I finally tried Settebellos.  It is amazing.  Would do well in any borough of NYC and NJ.  I strongly recomend it!",real
"Alize will be one of my favorite restaurants to go to.  The food presentation is good, ambience is breathtaking and of course the food is excellent.  My boyfriend and I celebrated our anniversary and they treated us well. We'll be back next year!",real
"I was looking for neat place to grab a bite. Bareburger is a really nice and unique place you shouldn't miss while in Toronto area. Super menu to build your own burger or choose own from the menu. Different meats like elk and bison are available as well. Nice staff, great organic food. Highly recommend.",real
Went there for brunch with a group of friends from out of town. Burgers were amazing! Will definitely be back.,fake
"What a gem! I went here once about a year ago and had AMAZING pizza and they had a great selection of beer. They were closed for renovations and I tried again tonight. So so good. Great staff. Amazing Pittsburgh salad. Garlic chicken patty.:: sounds crazy, it was delish!! Super cool and trendy interior and exterior decor. The quaint patio on the second floor is AWESOME!  I  am so happy I have rediscovered this place.",real
"This is our second time and I love that they are open till my day for bachelorette party so we need a party, but it is a great place to sit and relax after working. Also for sharing a special treat.",fake
"The only negative evening was the owner, our waitress was awesome!",fake
Came here for lunch with a group of friends for lunch.  Added to our two boys and they loved it too.,fake
I've been here twice monthly and it was a great experience. I would highly recommend this to anyone,fake
The bar tender was very nice and helpful.  Wife and I went here for dinner and we all ordered something different for the first time and it was awesome. I wish they had really blankets with the perfection.,fake
Great local bar. Great food. The only thing I got to purchase ice cream was a happy camper at the NYC.,fake
"Excellent food, cool staff, and a great staff. Can't beat it for the price! Great service, and amazing food! Fresh ingredients and flavor. Get a bag appetizer and walked into a big difference. We will definitely come back.",fake
I love this little hole in the wall! Authentic and experience! The waiters are happy to accommodate and happy !!,fake
"First time here, we had dinner (pot roast and mushroom burger). Chicken soup was uniquely homemade. Appealing menu, very good food. Clean decor, friendly & timely service. Would definitely go back.",real
Random house for my visits to Hoover Dam but this was so good it was so quaint and friendly. The pizza was amazing as well. Definitely will be coming back!,fake
Best cheesesteak in the valley and fast service as well! Kind of a hidden location but finally took up a friend's recommendation to check them out. Will definitely be back soon.,real
The Best tacos in town. The meat has great flavor. I would recommend the VAMPIROS.!!!!,real
I ordered the lobster and hand crafted pasta...doesn't get any better than this!,real
Hidden Gem on Charleston and Torrey Pines area.Good serviceGreat food Worth a shot if you are looking for something different but in the mood for Ramen.Try out their Happy Hour prices! Will recommend to friends and family!,real
"Went there for my niece, all there were 6 of us and they were wonderful. Highly recommended. Simply the best food I've had in the area. Try the Beach Brioche and the Dominickn gumbo.",fake
This is a great spot for a quick lunch on patio. Waiters are polite and helpful.,fake
"Probably the best breakfast experience I have ever eaten. We stopped here on our way home from the street and we will never go to a place like this! Love this place super awesome food. Accommodating, friendly service, great atmosphere and food! Prices are reasonable and the service is good. I will definitely be back!",fake
Great place! We go twice a week and have never been disappointed with our food or service.,real
"Stone & Vine has a great energy urban vibe. The food is always great. Tonight was no different but wanted to mention our waitress Kristin was outstanding. We had a couple of unusual requests for my mother and she accommodated our requests graciously. She couldn't have been more pleasant and made the evening a great one. She was was pleasant, attentive and observant, with a great smile. An very nice Friday evening out!",real
"This place is amazing and AMAZING wings!  I am a huge fan of the lamb chops and bacon and eggs. This place is a great deal, and the prices are great. We always get chicken parm sub soup and a drink and it's delicious! And the staff is awesome. If your in the mood for Mexican food - you won't be disappointed!!",fake
"Not the best location and the decor is poor, but the food was great.  I had the broken rice plate with beef, shrimp cake and quiche.  The shrimp cake was perfectly done.",real
This is one of the hidden gem of the Gay Village. I am surprise I don't go there often. The place is not huge but the food is delicious. The service was pretty neat and the ambiance was very enjoyable.,real
Amazing all around.  Great service.  The morning company is very energetic and the restaurant is kinda always modern,fake
Great place for lunch! Great selection of craft beers and options for both of us.  Cannot wait to go back!,fake
Delicious food! Great first meal of Monday and Oysters. Amazing vegan plates. My favorite is the Chicago dog's here.,fake
Great sushi at Eez. Nigiri is always fresh and rolls are great. Top of my list when I am in Birkdale area.,real
"Great place, friendly staff and food was superb. For that price point that I had to ask for. Staff was friendly and provided great customer service. Clean and good for what you get. Well worth it and it's totally worth it.",fake
"See all the 5 star reviews?  This cafe earns them.  I ate here 2X. Breakfast & dinner.  Both meals were tasty, refined, nice portion, pretty on the plate.  Small selection on a focused menu. Best quality ingredients used.For dinner, bring your own wine bottle (be a sport - a good wine).  Corkage: $8.Charming!",real
"I used to go to Joes fairly often but the last few years I haven't been at all since a few weeks ago where I had dinner with my Girlfriend and another couple and everything was superior.  My Girlfriend and I have pretty much been to every high end steakhouse in town Joe's is here new favorite spot!  The bone-in Filet started at Joe's and is the still the best @ Joe's. We had a shrimp cocktail that was great. All the sides are great, all the pies and desserts are great, especially the banana cream pie!  Also, for what we got the prices are fairly reasonable compared to comparable places like the palm or Morton's---They do get you on the shellfish but that is common!  Def give this place a try but make a reservation way ahead of time because it is a fairly small place and usually books up!",real
Humble pie and its staff is awesome!! I am in there all the time for happy hour and the staff there is great to be around. As well the great staff the food is hands down the best! There pizzas have great flavor and our cooked to perfection. If you looking for a good pizza as well as many other great menu items this is the place!!Enjoy,real
"First of all, let me start off by saying I'm a really big fan of seafood on breakfast menus.  Any breakfast spot that has seafood on their breakfast menu automatically starts out ahead of their competition.  The CuyahogaBenedict at Jack Flaps is fabulously executed.  It's exactly what I like ina breakfast dish, although there is no egg in it, well no chicken eggs!The Breakfast Kimchi is delightfully spicy, and so is the wait staff.  The guys are bearded and the girls are petite and nearly everyone has piercings and/or tattoos.  I've also had the Shrimp and Grits (hold the bacon) and it's great.  Coffee is very good.  Ambiance is very hip, a little on thesmall side, but that adds a mystique; a fervor. Having to wait in line to get a seat boosts the popularity of the establishment.  The artwork around the place is well done and interesting and sometimes risqué especially on the restrooms, and oh yeah, the restrooms are clean.  Lastly, good news,they are taking over PJ's in the Old Arcade and will be serving breakfast, lunch and dinner.  Chrystal will be heading this up this effort, can't wait... Oh, and before I forget, did I mention they have a gorgeous waitstaff.",real
Staff is always nice!our food was very good and the staff was very friendly and provided great service. Highly recommend for  a bit slow!,fake
"Authentic, Friendly and Fantastic....arguably the city's best Japanese....",real
"My wife and I went to the one in SF before and Hubert Keller has definitely created a whole new experience in Vegas.  The place is very contemporary and elegant. We were seated in one of the private cabanas so we have complete privacy.  The staff was very friendly and relaxed.  The food is absolutely top notch and very innovative.  We were amazed of the ingredients used and how complex the taste of each dish was.  On top of that, we definitely had the propensity to take pictures of each dish because they were all beautifully presented (even the plate itself).  Highly recommend: Onion and black truffle soup, Poached lobster, Banana split, and the Rib-eye steak.",real
Best coffee shop and bar in LV. Great atmosphere and they have a wide selection of options for breakfast or lunch.  The owner was very personable with walks when the restaurant and i set up with a smile and provided great customer service,fake
"Never disappointed. Best Italian Beefs ever. Seriously, the most friendly staff with local fare. The food is authentic and delicious. The bartenders are always nice and welcoming! The staff is also very friendly and attentive. I would not go any way should folk them to order the  Singapore noodles for under $20!",fake
5 stars for North Scottsdale as I had this chain.  The food was awesome.  Both times were super friendly.   Will definitely come back again.,fake
"Great atmosphere. Reasonable prices. All of the food is pretty good. They even remembered the rather genuine look and the selection was even better. I had the Pad See Ew and wow wow. It was all delicious! The staff was great and our server appetizer was right, flavor was fantastic, and friendly service.",fake
"I love this place for a great casual dinner with my wife, by Carol and a Live family.",fake
Great food and great service. The staff was very friendly. We will be returning!,fake
Great beer selection (you can get a sampler for $9 if you are not sure what you want) and good light food that goes with it,real
"Eddie Merlot's, how do I love thee? Let me count the ways:1) conveniently located in the Sprouts Shopping Center with easy access and a large brightly lit parking lot2) a beautiful and inviting atmosphere that rivals any restaurant in the western world!3) a cheerful, smiling and enthusiastic staff that greet you the moment you walk through the door4) the most comfortable restaurant chairs you'll ever sit in5) live entertainment in the lounge6) personable and excellent service from the entire staff, but we are partial to lovely Taylor - Eddie Merlot's keeps your preferred server's name on file so you always get the same server (if that's your preference)7) the potato chips! I could write a sonnet about the freshly made chips. Trust me, just order them8) the extensive wine list - WOW is all I can say9) the lobster bisque with chunks of lobster - I asked for EXTRA lobster and they are happy to oblige for a small up charge 10) the menu - too long to list but suffice it to say, you'll be very happy with the fine selection of steaks and seafood11) the Management - clearly Eddie Merlot's knows a thing or two about people and they've assembled a professional staff in Scottsdale that ROCKS!12) the Eddie Merlot Club - what an ingenious idea. You pay 25.00 for a one year membership and immediately receive a 20.00 coupon. The minute we arrived home there was an email thanking us for our patronage with yet ANOTHER coupon, this one for 25.00 for our upcoming anniversary. Once you join their Eddie Merlot club, you'll receive all sorts of perks. I highly recommend joining if you love dining here ... AND YOU WILL!",real
This place is great they have a very very quick service and the food is always fresh. I am in love with this place.,fake
"It must have been written in the stars that we (4 foodie, boozy Bostonians) would find this place. The food was amazing, the service impeccable!! It didn't hurt that the entire staff was gorgeous. Silvio, the owner, took SUCH good care of us. We've never experienced such warmth, generosity, and sincere care. Our late lunch experience was so fabulous that we had to repeat it. The food far exceeded our expectations - wowed us, in fact- and the wine selections were lovely. We will be coming back again on our next visit to Montreal. I can only imagine that the hotel services are just as fabulous.",real
The buffets in Las Vegas are usually awful.  Salty overcooked meats and watery vegetables.  In fact some of the meats are mystery meats if you know what I mean.  This one is one of the best .  Great variety and the vegetables are superb.,real
"In case it's a concern, owners are more than happy to concoct vegetarian eats for vegetarian customers at brunch. Nice variety of sauteed veggies, often seasonal veg from the garden.",real
"Lucki Thai was an incredible experience, from service to quality! One of the nicest lunches I have spent with my family. All of the food was flavorful and delicious and the service was friendly and fun! I'll be back every time I'm in Vegas!",real
Very simple menu and specials at the bar and enjoy the food and atmosphere.,fake
I've lived in the neighborhood for a couple years and never had been here before. I'm so glad I suggested it. The dining room was beautifully decorated for Christmas (a little early) and our server was attentive. Coffee was good and our breakfast was delicious. My husband got the Country Benedict. The gravy was delicious and had plenty of sausage in it. I got the standard two egg breakfast with sausage. The eggs were poached perfectly. The only thing I thought was a little odd was that I only got one slice of toast (with no butter). Other than that we had a great experience and will go back.,real
Absolutely amazing Pho!! The Wings were also amazing. The best meal I had in a while so far is the wonderful service or a bar was fantastic!  Delicious and fresh sushi with excellent service.,fake
Best burrito you will have in the area. Friendly staff and awesome atmosphere.,fake
This place is amazing all the time and the food comes out fast.,fake
"Wow!Saw this place yesterday, but already had dinner plans. I saw they had Eggplant Parmesan on the menu, so I made plans for dinner the following night.Service is fantastic. One seats you, another brings water, another brings bread. Let's start with the bread - your normal sourdough loaf BUT THE BUTTER - 2 little scoops sitting in olive oil and Italian spices. Dang that's good! I usually don't eat the bread (""why risk the carbs?"" - Get Smart) but I ate ALL THE BREAD.Now onto the Shrimp Scampi Venezia. So good. I ordered more bread to soak up the garlic white wine sauce.Eggplant Parmesan. I started with the sauce - always start with just the sauce. More on the salty side rather than the sweet side. Not overly salty, just pointing out the difference. Personally, I prefer Prego brand over Ragu brand (sweet vs salty). The eggplant is thiiiick - the way it should be. I want to know I'm eating a vegetable, not a deep fried vegetable skin. This is spot on. Comes with side of pasta or potato.I will be back. Very enjoyable experience.",real
Some of the best Mexican food in town that I have ever tried around the corner from my work. Great food and great service. Felt like a must try if you are in Vegas!,fake
